Text,new_text,languages,new_text_after_translation,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,scores,compound,sentiment
i was curious since i am 6 months post 2nd dose pfizer so i sent off my spike ab lab am still positive. but am i less positive than 3 months ago what is rate decay happy boost if recommended next few months.,i was curious since i am 6 months post 2nd dose pfizer so i sent off my spike ab lab am still positive. but am i less positive than 3 months ago what is rate decay happy boost if recommended next few months.,ENGLISH,i was curious since i am 6 months post 2nd dose pfizer so i sent off my spike ab lab am still positive. but am i less positive than 3 months ago what is rate decay happy boost if recommended next few months.,"[('i', 'NN'), ('was', 'VBD'), ('curious', 'JJ'), ('since', 'IN'), ('i', 'NN'), ('am', 'VBP'), ('six', 'CD'), ('months', 'NNS'), ('post', 'NN'), ('and', 'CC'), ('dose', 'JJ'), ('pfizer', 'NN'), ('so', 'IN'), ('i', 'JJ'), ('sent', 'VBD'), ('off', 'RP'), ('my', 'PRP$'), ('spike', 'NN'), ('ab', 'NN'), ('lab', 'NN'), ('am', 'VBP'), ('still', 'RB'), ('positive', 'JJ'), ('but', 'CC'), ('am', 'VBP'), ('i', 'RB'), ('less', 'RBR'), ('positive', 'JJ'), ('than', 'IN'), ('three', 'CD'), ('months', 'NNS'), ('ago', 'IN'), ('what', 'WP'), ('is', 'VBZ'), ('rate', 'NN'), ('decay', 'NN'), ('happy', 'JJ'), ('boost', 'NN'), ('if', 'IN'), ('recommended', 'VBN'), ('next', 'JJ'), ('few', 'JJ'), ('months', 'NNS')]","['curious', 'since', 'month', 'post', 'dose', 'pfizer', 'send', 'spike', 'ab', 'lab', 'still', 'positive', 'less', 'positive', 'three', 'month', 'ago', 'rate', 'decay', 'happy', 'boost', 'recommend', 'next', 'month']","['curious', 'month', 'post', 'dose', 'pfizer', 'send', 'lab', 'still', 'positive', 'less', 'positive', 'month', 'ago', 'rate', 'decay', 'happy', 'boost', 'recommend', 'next', 'month']","['month', 'post', 'dose', 'pfizer', 'lab', 'month', 'rate', 'decay', 'boost', 'month']","{'neg': 0.067, 'neu': 0.564, 'pos': 0.369, 'compound': 0.9442}",0.9442,positive
"üìÖ fridays, july 23 &amp; august 13 ‚è∞ 5‚Äì7 p.m. üìç heritage park community center pfizer vaccine will be offered free charge. food raffle opportunities will be available on-site. appointments are required at üëâ","calendar fridays, july 23 &amp; august 13 alarm_clock 5‚Äì7 p.m. round_pushpin heritage park community center pfizer vaccine will be offered free charge. food raffle opportunities will be available on-site. appointments are required at backhand_index_pointing_right",ENGLISH,"calendar fridays, july 23 &amp; august 13 alarm_clock 5‚Äì7 p.m. round_pushpin heritage park community center pfizer vaccine will be offered free charge. food raffle opportunities will be available on-site. appointments are required at backhand_index_pointing_right","[('calendar', 'NN'), ('fridays', 'NNS'), ('july', 'VBP'), ('amp', 'JJ'), ('august', 'NN'), ('thirteen', 'NN'), ('five', 'CD'), ('i', 'JJ'), ('seven', 'CD'), ('i', 'NN'), ('i', 'VBP'), ('heritage', 'NN'), ('park', 'NN'), ('community', 'NN'), ('center', 'VBP'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('will', 'MD'), ('be', 'VB'), ('offered', 'VBN'), ('free', 'JJ'), ('charge', 'NN'), ('food', 'NN'), ('raffle', 'NN'), ('opportunities', 'NNS'), ('will', 'MD'), ('be', 'VB'), ('available', 'JJ'), ('on', 'IN'), ('site', 'NN'), ('appointments', 'NNS'), ('are', 'VBP'), ('required', 'VBN'), ('at', 'IN')]","['calendar', 'fridays', 'july', 'amp', 'august', 'thirteen', 'five', 'seven', 'heritage', 'park', 'community', 'center', 'pfizer', 'vaccine', 'offer', 'free', 'charge', 'food', 'raffle', 'opportunity', 'available', 'site', 'appointment', 'require']","['heritage', 'park', 'community', 'center', 'pfizer', 'vaccine', 'offer', 'free', 'charge', 'food', 'raffle', 'opportunity', 'available', 'site', 'appointment', 'require']","['heritage', 'park', 'community', 'center', 'pfizer', 'vaccine', 'charge', 'food', 'raffle', 'opportunity', 'site', 'appointment']","{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.7096}",0.7096,positive
"we're almost 18 months into this. now wyatt's dad has it. they've had months get vaccinated. i live atlanta... not her district, but i'm here ga. i rcvd my 2nd pfizer dose 4/14. they've. had. months. now we have delta lambda it's never going end.","we're almost 18 months into this. now wyatt's dad has it. they've had months get vaccinated. i live atlanta... not her district, but i'm here ga. i rcvd my 2nd pfizer dose 4/14. they've. had. months. now we have delta lambda it's never going end.",ENGLISH,"we're almost 18 months into this. now wyatt's dad has it. they've had months get vaccinated. i live atlanta... not her district, but i'm here ga. i rcvd my 2nd pfizer dose 4/14. they've. had. months. now we have delta lambda it's never going end.","[('we', 'PRP'), ('re', 'VBP'), ('almost', 'RB'), ('eighteen', 'JJ'), ('months', 'NNS'), ('into', 'IN'), ('this', 'DT'), ('now', 'RB'), ('wyatt', 'VBZ'), ('i', 'NN'), ('dad', 'NN'), ('has', 'VBZ'), ('it', 'PRP'), ('they', 'PRP'), ('ve', 'VBP'), ('had', 'VBD'), ('months', 'NNS'), ('get', 'VBP'), ('vaccinated', 'VBN'), ('i', 'JJ'), ('live', 'VBP'), ('atlanta', 'NN'), ('not', 'RB'), ('her', 'PRP$'), ('district', 'NN'), ('but', 'CC'), ('i', 'NN'), ('i', 'VBP'), ('here', 'RB'), ('ga', 'VBP'), ('i', 'JJ'), ('read', 'VBP'), ('my', 'PRP$'), ('and', 'CC'), ('pfizer', 'VB'), ('dose', 'JJ'), ('four', 'CD'), ('fourteen', 'NN'), ('they', 'PRP'), ('ve', 'VBP'), ('had', 'VBD'), ('months', 'NNS'), ('now', 'RB'), ('we', 'PRP'), ('have', 'VBP'), ('delta', 'VBN'), ('lambda', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('never', 'RB'), ('going', 'VBG'), ('end', 'NN')]","['almost', 'eighteen', 'month', 'wyatt', 'dad', 'month', 'get', 'vaccinate', 'live', 'atlanta', 'not', 'district', 'ga', 'read', 'pfizer', 'dose', 'four', 'fourteen', 'month', 'delta', 'lambda', 'never', 'go', 'end']","['almost', 'month', 'dad', 'month', 'get', 'vaccinate', 'live', 'district', 'ga', 'read', 'pfizer', 'dose', 'month', 'never', 'go', 'end']","['month', 'dad', 'month', 'district', 'ga', 'pfizer', 'dose', 'month', 'end']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,negative
my second pfizer shot had no effect me at all. none.,my second pfizer shot had no effect me at all. none.,ENGLISH,my second pfizer shot had no effect me at all. none.,"[('my', 'PRP$'), ('second', 'JJ'), ('pfizer', 'NN'), ('shot', 'NN'), ('had', 'VBD'), ('no', 'DT'), ('effect', 'NN'), ('me', 'PRP'), ('at', 'IN'), ('all', 'DT'), ('none', 'NN')]","['second', 'pfizer', 'shoot', 'effect', 'none']","['second', 'pfizer', 'shoot', 'effect', 'none']","['pfizer', 'none']","{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",-0.296,positive
after my second pfizer shot i was very tired. that‚Äôs it.,after my second pfizer shot i was very tired. that‚Äôs it.,ENGLISH,after my second pfizer shot i was very tired. that‚Äôs it.,"[('after', 'IN'), ('my', 'PRP$'), ('second', 'JJ'), ('pfizer', 'NN'), ('shot', 'NN'), ('i', 'NN'), ('was', 'VBD'), ('very', 'RB'), ('tired', 'JJ'), ('that', 'IN'), ('i', 'NN'), ('i', 'VBP'), ('it', 'PRP')]","['second', 'pfizer', 'shoot', 'tired']","['second', 'pfizer', 'shoot', 'tired']",['pfizer'],"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.4927}",-0.4927,negative
"jonathan, regardless your opinion pfizer, government, it absolutely has not been proven that covid was created lab. people who are severely ill dying are unvaccinated. please use your platform encourage vaccination, i'm begging you here.","jonathan, regardless your opinion pfizer, government, it absolutely has not been proven that covid was created lab. people who are severely ill dying are unvaccinated. please use your platform encourage vaccination, i'm begging you here.",ENGLISH,"jonathan, regardless your opinion pfizer, government, it absolutely has not been proven that covid was created lab. people who are severely ill dying are unvaccinated. please use your platform encourage vaccination, i'm begging you here.","[('jonathan', 'NN'), ('regardless', 'VB'), ('your', 'PRP$'), ('opinion', 'NN'), ('pfizer', 'NN'), ('government', 'NN'), ('it', 'PRP'), ('absolutely', 'RB'), ('has', 'VBZ'), ('not', 'RB'), ('been', 'VBN'), ('proven', 'VBN'), ('that', 'IN'), ('covid', 'NN'), ('was', 'VBD'), ('created', 'VBN'), ('lab', 'JJ'), ('people', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('severely', 'RB'), ('ill', 'JJ'), ('dying', 'VBG'), ('are', 'VBP'), ('vaccinated', 'JJ'), ('please', 'NN'), ('use', 'VB'), ('your', 'PRP$'), ('platform', 'NN'), ('encourage', 'NN'), ('vaccination', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('begging', 'VBG'), ('you', 'PRP'), ('here', 'RB')]","['jonathan', 'regardless', 'opinion', 'pfizer', 'government', 'absolutely', 'not', 'prove', 'covid', 'create', 'lab', 'people', 'severely', 'ill', 'die', 'vaccinated', 'please', 'use', 'platform', 'encourage', 'vaccination', 'beg']","['regardless', 'opinion', 'pfizer', 'government', 'absolutely', 'prove', 'covid', 'create', 'lab', 'people', 'severely', 'ill', 'die', 'vaccinated', 'use', 'platform', 'encourage', 'vaccination', 'beg']","['opinion', 'pfizer', 'government', 'lab', 'people', 'platform', 'encourage', 'vaccination']","{'neg': 0.134, 'neu': 0.691, 'pos': 0.175, 'compound': 0.2023}",0.2023,positive
i just tried it my coworker she got pfizer but it didn't do it.,i just tried it my coworker she got pfizer but it didn't do it.,ENGLISH,i just tried it my coworker she got pfizer but it didn't do it.,"[('i', 'NN'), ('just', 'RB'), ('tried', 'VBD'), ('it', 'PRP'), ('my', 'PRP$'), ('coworker', 'NN'), ('she', 'PRP'), ('got', 'VBD'), ('pfizer', 'RB'), ('but', 'CC'), ('it', 'PRP'), ('didn', 'VBZ'), ('i', 'JJ'), ('do', 'VBP'), ('it', 'PRP')]","['try', 'coworker', 'get', 'pfizer']","['try', 'coworker', 'get', 'pfizer']","['coworker', 'pfizer']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
community vaccination event bbq at farm at apc. absolutely love it thank you our mayor our vaccine task force bringing pfizer alameda point making it easier folx get vaccinated.,community vaccination event bbq at farm at apc. absolutely love it thank you our mayor our vaccine task force bringing pfizer alameda point making it easier folx get vaccinated.,ENGLISH,community vaccination event bbq at farm at apc. absolutely love it thank you our mayor our vaccine task force bringing pfizer alameda point making it easier folx get vaccinated.,"[('community', 'NN'), ('vaccination', 'NN'), ('event', 'NN'), ('biq', 'NN'), ('at', 'IN'), ('farm', 'NN'), ('at', 'IN'), ('apc', 'NN'), ('absolutely', 'RB'), ('love', 'VB'), ('it', 'PRP'), ('thank', 'VB'), ('you', 'PRP'), ('our', 'PRP$'), ('mayor', 'FW'), ('our', 'PRP$'), ('vaccine', 'NN'), ('task', 'NN'), ('force', 'NN'), ('bringing', 'VBG'), ('pfizer', 'JJ'), ('alameda', 'JJ'), ('point', 'NN'), ('making', 'VBG'), ('it', 'PRP'), ('easier', 'JJR'), ('folk', 'NN'), ('get', 'NN'), ('vaccinated', 'VBD')]","['community', 'vaccination', 'event', 'farm', 'absolutely', 'love', 'thank', 'mayor', 'vaccine', 'task_force', 'bring', 'pfizer', 'alameda', 'point', 'make', 'easy', 'folk', 'get', 'vaccinate']","['community', 'vaccination', 'event', 'absolutely', 'love', 'thank', 'mayor', 'vaccine', 'bring', 'pfizer', 'point', 'make', 'easy', 'folk', 'get', 'vaccinate']","['community', 'vaccination', 'event', 'thank', 'mayor', 'vaccine', 'pfizer', 'point', 'folk']","{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.8766}",0.8766,positive
me registered democrat. second pfizer dose 2/12/21. any other questions,me registered democrat. second pfizer dose 2/12/21. any other questions,ENGLISH,me registered democrat. second pfizer dose 2/12/21. any other questions,"[('me', 'PRP'), ('registered', 'VBD'), ('democrat', 'JJ'), ('second', 'JJ'), ('pfizer', 'NN'), ('dose', 'JJ'), ('two', 'CD'), ('twelve', 'VBP'), ('twentynine', 'VBP'), ('any', 'DT'), ('other', 'JJ'), ('questions', 'NNS')]","['register', 'democrat', 'second', 'pfizer', 'dose', 'two', 'twelve', 'twentynine', 'question']","['register', 'second', 'pfizer', 'dose', 'twentynine', 'question']","['pfizer', 'dose', 'twentynine', 'question']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
üíó i wouldn‚Äôt wish what i went through anyone‚Ä¶no way was i taking any chances get it again. i had fever with my second pfizer shot 24 hours‚Ä¶i‚Äôd take that over covid anyyyy dayyyy,growing_heart i wouldn‚Äôt wish what i went through anyone‚Ä¶no way was i taking any chances get it again. i had fever with my second pfizer shot 24 hours‚Ä¶i‚Äôd take that over covid anyyyy dayyyy,ENGLISH,growing_heart i wouldn‚Äôt wish what i went through anyone‚Ä¶no way was i taking any chances get it again. i had fever with my second pfizer shot 24 hours‚Ä¶i‚Äôd take that over covid anyyyy dayyyy,"[('i', 'JJ'), ('wouldn', 'VBP'), ('i', 'NN'), ('i', 'VBP'), ('wish', 'VBP'), ('what', 'WP'), ('i', 'JJ'), ('went', 'VBD'), ('through', 'IN'), ('anyone', 'NN'), ('i', 'NN'), ('no', 'DT'), ('way', 'NN'), ('was', 'VBD'), ('i', 'JJ'), ('taking', 'VBG'), ('any', 'DT'), ('chances', 'NNS'), ('get', 'VBP'), ('it', 'PRP'), ('again', 'RB'), ('i', 'VB'), ('had', 'VBD'), ('fever', 'NN'), ('with', 'IN'), ('my', 'PRP$'), ('second', 'JJ'), ('pfizer', 'NN'), ('shot', 'VBN'), ('twentyfour', 'JJ'), ('hours', 'NNS'), ('i', 'VBP'), ('i', 'VBP'), ('i', 'VBP'), ('i', 'VBP'), ('take', 'VBP'), ('that', 'DT'), ('over', 'RB'), ('covid', 'JJ'), ('anyway', 'RB'), ('dayyou', 'NN')]","['wish', 'go', 'anyone', 'way', 'take', 'chance', 'get', 'fever', 'second', 'pfizer', 'shoot', 'twentyfour_hour', 'take', 'covid', 'anyway', 'dayyou']","['go', 'way', 'take', 'chance', 'get', 'fever', 'second', 'pfizer', 'shoot', 'twentyfour_hour', 'take', 'covid', 'anyway', 'dayyou']","['way', 'chance', 'fever', 'pfizer', 'twentyfour_hour']","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.5423}",0.5423,positive
at this point i don't trust cdc who there's delta variant lambda tx pfizer wants make booster third vaccine so far cdc is pretty much not helping during this time considering ü§î vaccine booster trials thanks sharing,at this point i don't trust cdc who there's delta variant lambda tx pfizer wants make booster third vaccine so far cdc is pretty much not helping during this time considering thinking_face vaccine booster trials thanks sharing,ENGLISH,at this point i don't trust cdc who there's delta variant lambda tx pfizer wants make booster third vaccine so far cdc is pretty much not helping during this time considering thinking_face vaccine booster trials thanks sharing,"[('at', 'IN'), ('this', 'DT'), ('point', 'NN'), ('i', 'NN'), ('don', 'VBP'), ('i', 'JJ'), ('trust', 'VBP'), ('cac', 'NN'), ('who', 'WP'), ('there', 'EX'), ('i', 'VBP'), ('delta', 'NN'), ('variant', 'NN'), ('lambda', 'NN'), ('to', 'TO'), ('pfizer', 'VB'), ('wants', 'VBZ'), ('make', 'VB'), ('booster', 'JJ'), ('third', 'JJ'), ('vaccine', 'NN'), ('so', 'RB'), ('far', 'RB'), ('cac', 'NN'), ('is', 'VBZ'), ('pretty', 'RB'), ('much', 'JJ'), ('not', 'RB'), ('helping', 'VBG'), ('during', 'IN'), ('this', 'DT'), ('time', 'NN'), ('considering', 'VBG'), ('vaccine', 'JJ'), ('booster', 'NN'), ('trials', 'NNS'), ('thanks', 'NNS'), ('sharing', 'VBG')]","['point', 'trust', 'cac', 'delta_variant', 'lambda', 'pfizer', 'want', 'make', 'booster', 'third', 'vaccine', 'far', 'cac', 'pretty', 'much', 'not', 'help', 'time', 'consider', 'vaccine', 'booster', 'trial', 'thank', 'share']","['trust', 'cac', 'pfizer', 'want', 'make', 'booster', 'third', 'vaccine', 'far', 'cac', 'pretty', 'much', 'help', 'time', 'consider', 'vaccine', 'booster', 'trial', 'thank', 'share']","['trust', 'cac', 'pfizer', 'booster', 'vaccine', 'time', 'vaccine', 'booster', 'trial', 'thank']","{'neg': 0.1, 'neu': 0.652, 'pos': 0.248, 'compound': 0.7789}",0.7789,negative
shout out pfizer üòÇ,shout out pfizer face_with_tears_of_joy,ENGLISH,shout out pfizer face_with_tears_of_joy,"[('shout', 'NN'), ('out', 'RP'), ('pfizer', 'NN')]","['shout', 'pfizer']","['shout', 'pfizer']",['pfizer'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,positive
i got pfizer first shot arm little sore. second shot i rubbed my arm disperse vaccine no sore arm no side effects. everybody's body handles it different tho. good luck stay positive.üòÅ,i got pfizer first shot arm little sore. second shot i rubbed my arm disperse vaccine no sore arm no side effects. everybody's body handles it different tho. good luck stay positive.beaming_face_with_smiling_eyes,ENGLISH,i got pfizer first shot arm little sore. second shot i rubbed my arm disperse vaccine no sore arm no side effects. everybody's body handles it different tho. good luck stay positive.beaming_face_with_smiling_eyes,"[('i', 'NN'), ('got', 'VBD'), ('pfizer', 'RB'), ('first', 'JJ'), ('shot', 'NN'), ('arm', 'NN'), ('little', 'JJ'), ('sore', 'JJ'), ('second', 'JJ'), ('shot', 'NN'), ('i', 'NN'), ('rubbed', 'VBD'), ('my', 'PRP$'), ('arm', 'JJ'), ('disperse', 'NN'), ('vaccine', 'NN'), ('no', 'DT'), ('sore', 'NN'), ('arm', 'NN'), ('no', 'DT'), ('side', 'NN'), ('effects', 'NNS'), ('everybody', 'NN'), ('i', 'VBZ'), ('body', 'VBP'), ('handles', 'VBZ'), ('it', 'PRP'), ('different', 'JJ'), ('tho', 'RB'), ('good', 'JJ'), ('luck', 'NN'), ('stay', 'VBP'), ('positive', 'JJ')]","['get', 'pfizer', 'first', 'shoot', 'arm', 'little', 'sore', 'second', 'shot', 'rub', 'arm', 'disperse', 'vaccine', 'sore', 'arm', 'side_effect', 'everybody', 'body', 'handle', 'different', 'tho', 'good', 'luck', 'stay', 'positive']","['get', 'pfizer', 'first', 'shoot', 'arm', 'little', 'sore', 'second', 'shot', 'rub', 'arm', 'disperse', 'vaccine', 'sore', 'arm', 'side_effect', 'body', 'handle', 'different', 'good', 'luck', 'stay', 'positive']","['pfizer', 'arm', 'shot', 'arm', 'disperse', 'vaccine', 'arm', 'side_effect', 'body', 'luck']","{'neg': 0.228, 'neu': 0.62, 'pos': 0.152, 'compound': -0.2297}",-0.2297,positive
fauci praises gop encouraging vaccines as ‚Äúa very good thing‚Äù | glad they‚Äôre more outspoken importance receiving life-saving vaccine. house minority whip steve scalise‚Äôs r-la. got 1st ‚Äúsafe + effective‚Äù pfizer jab due delta variant.,fauci praises gop encouraging vaccines as ‚Äúa very good thing‚Äù | glad they‚Äôre more outspoken importance receiving life-saving vaccine. house minority whip steve scalise‚Äôs r-la. got 1st ‚Äúsafe + effective‚Äù pfizer jab due delta variant.,ENGLISH,fauci praises gop encouraging vaccines as ‚Äúa very good thing‚Äù | glad they‚Äôre more outspoken importance receiving life-saving vaccine. house minority whip steve scalise‚Äôs r-la. got 1st ‚Äúsafe + effective‚Äù pfizer jab due delta variant.,"[('faci', 'NN'), ('praises', 'NNS'), ('gop', 'VBP'), ('encouraging', 'VBG'), ('vaccines', 'NNS'), ('as', 'IN'), ('i', 'NN'), ('a', 'DT'), ('very', 'RB'), ('good', 'JJ'), ('thing', 'NN'), ('i', 'NN'), ('glad', 'VBP'), ('they', 'PRP'), ('i', 'VBP'), ('re', 'VBP'), ('more', 'JJR'), ('outspoken', 'JJ'), ('importance', 'NN'), ('receiving', 'VBG'), ('life', 'NN'), ('saving', 'VBG'), ('vaccine', 'NN'), ('house', 'NN'), ('minority', 'NN'), ('whip', 'NN'), ('steve', 'VBP'), ('scalise', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('i', 'VBP'), ('la', 'VBP'), ('got', 'VBD'), ('est', 'JJS'), ('i', 'NN'), ('safe', 'JJ'), ('effective', 'JJ'), ('i', 'NN'), ('pfizer', 'NN'), ('jab', 'NN'), ('due', 'JJ'), ('delta', 'NN'), ('variant', 'NN')]","['faci', 'praise', 'gop', 'encourage', 'vaccine', 'good', 'thing', 'glad', 'outspoken', 'importance', 'receive', 'life_save', 'vaccine', 'house', 'minority', 'whip', 'steve', 'scalise', 'la', 'get', 'e', 'safe', 'effective', 'pfizer', 'jab', 'due', 'delta_variant']","['faci', 'praise', 'gop', 'encourage', 'vaccine', 'good', 'thing', 'glad', 'outspoken', 'importance', 'receive', 'life_save', 'vaccine', 'get', 'e', 'safe', 'effective', 'pfizer', 'jab', 'due']","['faci', 'praise', 'vaccine', 'thing', 'importance', 'vaccine', 'pfizer', 'jab']","{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.9436}",0.9436,positive
