,Unnamed: 0,Text,new_text,languages,translated,new_languages,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,subjectivity,text_type
1164,1164,all sm pundits looking evidence effectiveness #covidvaccination #boostershot...this is as simple as it gets understand if you still want deny it...well live with it..😷,all sm pundits looking evidence effectiveness #covidvaccination #boostershot...this is as simple as it gets understand if you still want deny it...well live with it..face_with_medical_mask,ENGLISH,all sm pundits looking evidence effectiveness #covidvaccination #boostershot...this is as simple as it gets understand if you still want deny it...well live with it..face_with_medical_mask,ENGLISH,"[('all', 'DT'), ('so', 'RB'), ('pundits', 'JJ'), ('looking', 'VBG'), ('evidence', 'NN'), ('effectiveness', 'NN'), ('covidvaccination', 'NN'), ('boostershot', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('as', 'RB'), ('simple', 'JJ'), ('as', 'IN'), ('it', 'PRP'), ('gets', 'VBZ'), ('understand', 'JJ'), ('if', 'IN'), ('you', 'PRP'), ('still', 'RB'), ('want', 'VBP'), ('deny', 'NN'), ('it', 'PRP'), ('well', 'RB'), ('live', 'RBR'), ('with', 'IN'), ('it', 'PRP'), ('i', 'VB')]","['pundit', 'looking', 'evidence', 'effectiveness', 'covidvaccination', 'boostershot', 'simple', 'get', 'understand', 'still', 'want', 'deny', 'well', 'live']","['pundit', 'look', 'evidence', 'effectiveness', 'covidvaccination', 'boostershot', 'simple', 'get', 'understand', 'still', 'want', 'deny', 'well', 'live']","['pundit', 'evidence', 'effectiveness', 'covidvaccination', 'boostershot', 'deny']",0.4285714285714286,subjective
1165,1165,patiala covid vaccination schedule 30 january🔴👇 @ patiala politics,patiala covid vaccination schedule 30 januaryred_circlebackhand_index_pointing_down @ patiala politics,ENGLISH,patiala covid vaccination schedule 30 januaryred_circlebackhand_index_pointing_down @ patiala politics,ENGLISH,"[('patiala', 'NN'), ('couid', 'NN'), ('vaccination', 'NN'), ('schedule', 'NN'), ('thirty', 'NN'), ('patiala', 'NN'), ('politics', 'NNS')]","['patiala', 'couid', 'vaccination', 'schedule', 'thirty', 'patiala_politics']","['vaccination', 'schedule', 'patiala_politic']","['vaccination', 'schedule', 'patiala_politic']",0.0,subjective
1168,1168,"sir what about those students who got infected after fully vaccination. sir i am one them. my friend got covid 3rd time she is death bed plz have mercy us only month or two close institution so might this pandemic control otherwise, students will die soon","sir what about those students who got infected after fully vaccination. sir i am one them. my friend got covid 3rd time she is death bed plz have mercy us only month or two close institution so might this pandemic control otherwise, students will die soon",ENGLISH,"sir what about those students who got infected after fully vaccination. sir i am one them. my friend got covid 3rd time she is death bed plz have mercy us only month or two close institution so might this pandemic control otherwise, students will die soon",ENGLISH,"[('sir', 'VB'), ('what', 'WP'), ('about', 'IN'), ('those', 'DT'), ('students', 'NNS'), ('who', 'WP'), ('got', 'VBD'), ('infected', 'VBN'), ('after', 'IN'), ('fully', 'RB'), ('vaccination', 'NN'), ('sir', 'NN'), ('i', 'NN'), ('am', 'VBP'), ('one', 'CD'), ('them', 'PRP'), ('my', 'PRP$'), ('friend', 'NN'), ('got', 'VBD'), ('couid', 'JJ'), ('ord', 'NN'), ('time', 'NN'), ('she', 'PRP'), ('is', 'VBZ'), ('death', 'NN'), ('bed', 'NN'), ('ply', 'NN'), ('have', 'VBP'), ('mercy', 'VBN'), ('us', 'PRP'), ('only', 'RB'), ('month', 'NN'), ('or', 'CC'), ('two', 'CD'), ('close', 'JJ'), ('institution', 'NN'), ('so', 'RB'), ('might', 'MD'), ('this', 'DT'), ('pandemic', 'JJ'), ('control', 'NN'), ('otherwise', 'NN'), ('students', 'NNS'), ('will', 'MD'), ('die', 'VB'), ('soon', 'RB')]","['sir', 'student', 'got', 'infected', 'fully', 'vaccination', 'sir', 'one', 'friend', 'got', 'couid', 'ord', 'time', 'death', 'bed', 'ply', 'mercy', 'u', 'month', 'two', 'close', 'institution', 'might', 'pandemic', 'control', 'otherwise', 'student', 'die', 'soon']","['student', 'get', 'infect', 'fully', 'friend', 'get', 'couid', 'ord', 'time', 'death', 'bed', 'mercy', 'month', 'close', 'institution', 'may', 'pandemic', 'control', 'otherwise', 'student', 'die', 'soon']","['student', 'friend', 'couid', 'ord', 'time', 'death', 'bed', 'mercy', 'month', 'institution', 'control', 'student']",0.5,subjective
1169,1169,today marks 1 year since #gosl rolled out #covidvaccination drive #srilanka. huge thanks 🙏 healthcare staff military rolling out drive enabling majority #lka population be protected. many lives have been saved ❤️ #lka #covid19,today marks 1 year since #gosl rolled out #covidvaccination drive #srilanka. huge thanks folded_hands healthcare staff military rolling out drive enabling majority #lka population be protected. many lives have been saved red_heart️ #lka #covid19,ENGLISH,today marks 1 year since #gosl rolled out #covidvaccination drive #srilanka. huge thanks folded_hands healthcare staff military rolling out drive enabling majority #lka population be protected. many lives have been saved red_heart️ #lka #covid19,ENGLISH,"[('today', 'NN'), ('marks', 'NNS'), ('one', 'CD'), ('year', 'NN'), ('since', 'IN'), ('goal', 'NN'), ('rolled', 'VBN'), ('out', 'RP'), ('covidvaccination', 'NN'), ('drive', 'NN'), ('srilanka', 'NN'), ('huge', 'JJ'), ('thanks', 'NNS'), ('healthcare', 'JJ'), ('staff', 'NN'), ('military', 'JJ'), ('rolling', 'VBG'), ('out', 'RP'), ('drive', 'JJ'), ('enabling', 'VBG'), ('majority', 'NN'), ('la', 'FW'), ('population', 'NN'), ('be', 'VB'), ('protected', 'VBN'), ('many', 'JJ'), ('lives', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('saved', 'VBN'), ('i', 'JJ'), ('la', 'NN')]","['today', 'mark', 'one', 'year', 'since', 'goal', 'rolled', 'covidvaccination', 'drive', 'srilanka', 'huge', 'thanks', 'healthcare', 'staff', 'military', 'rolling', 'drive', 'enabling', 'majority', 'la', 'population', 'protected', 'many', 'life', 'saved', 'la']","['today', 'mark', 'year', 'goal', 'roll', 'covidvaccination', 'drive', 'srilanka', 'huge', 'thank', 'military', 'drive', 'enable', 'majority', 'population', 'protect', 'many', 'life', 'save', 'la']","['today', 'mark', 'year', 'goal', 'covidvaccination', 'drive', 'thank', 'drive', 'majority', 'population', 'life']",0.42500000000000004,objective
1170,1170,guidelines timing booster dose #covidvaccination #covid19sl infected persons after second dose has been issued by . 🔵 3 months post 2nd dose infected or not. 🔵 1 month after testing positive. #srilanka #lka #covid19 #boostershot,guidelines timing booster dose #covidvaccination #covid19sl infected persons after second dose has been issued by . blue_circle 3 months post 2nd dose infected or not. blue_circle 1 month after testing positive. #srilanka #lka #covid19 #boostershot,ENGLISH,guidelines timing booster dose #covidvaccination #covid19sl infected persons after second dose has been issued by . blue_circle 3 months post 2nd dose infected or not. blue_circle 1 month after testing positive. #srilanka #lka #covid19 #boostershot,ENGLISH,"[('guidelines', 'NNS'), ('timing', 'VBG'), ('booster', 'NN'), ('dose', 'JJ'), ('covidvaccination', 'NN'), ('infected', 'VBD'), ('persons', 'NNS'), ('after', 'IN'), ('second', 'JJ'), ('dose', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('issued', 'VBN'), ('by', 'IN'), ('three', 'CD'), ('months', 'NNS'), ('post', 'NN'), ('and', 'CC'), ('dose', 'VB'), ('infected', 'VBN'), ('or', 'CC'), ('not', 'RB'), ('one', 'CD'), ('month', 'NN'), ('after', 'IN'), ('testing', 'VBG'), ('positive', 'JJ'), ('srilanka', 'NN'), ('la', 'NN'), ('boostershot', 'NN')]","['guideline', 'timing', 'booster', 'dose', 'covidvaccination', 'infected', 'person', 'second', 'dose', 'issued', 'three', 'month', 'post', 'dose', 'infected', 'not', 'one', 'month', 'testing', 'positive', 'srilanka_la', 'boostershot']","['dose', 'covidvaccination', 'infect', 'person', 'second', 'dose', 'issue', 'month', 'post', 'dose', 'infect', 'month', 'testing', 'positive', 'boostershot']","['covidvaccination', 'person', 'month', 'post', 'month', 'testing', 'boostershot']",0.1818181818181818,objective
1171,1171,"i am so surprised with desantis asking monoclonal treatments covid that doesn’t work omni variant when just think if he promoted free vaccination that works, funny isn’t it","i am so surprised with desantis asking monoclonal treatments covid that doesn’t work omni variant when just think if he promoted free vaccination that works, funny isn’t it",ENGLISH,"i am so surprised with desantis asking monoclonal treatments covid that doesn’t work omni variant when just think if he promoted free vaccination that works, funny isn’t it",ENGLISH,"[('i', 'NN'), ('am', 'VBP'), ('so', 'RB'), ('surprised', 'JJ'), ('with', 'IN'), ('desantis', 'NN'), ('asking', 'VBG'), ('monoclonal', 'JJ'), ('treatments', 'NNS'), ('couid', 'VBP'), ('that', 'IN'), ('doesn', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('work', 'VBP'), ('omni', 'RB'), ('variant', 'JJ'), ('when', 'WRB'), ('just', 'RB'), ('think', 'VB'), ('if', 'IN'), ('he', 'PRP'), ('promoted', 'VBD'), ('free', 'JJ'), ('vaccination', 'NN'), ('that', 'WDT'), ('works', 'VBZ'), ('funny', 'JJ'), ('isn', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('it', 'PRP')]","['surprised', 'desantis', 'asking', 'monoclonal', 'treatment', 'couid', 'work', 'omni', 'variant', 'think', 'promoted', 'free', 'vaccination', 'work', 'funny']","['surprised', 'desantis', 'ask', 'monoclonal', 'treatment', 'couid', 'work', 'variant', 'think', 'promote', 'free', 'vaccination', 'work', 'funny']","['treatment', 'couid', 'work', 'think', 'vaccination']",0.9,subjective
1173,1173,covid-19 vaccination camp at slmch #getvaccinated #covid_19 #staysafe,covid-19 vaccination camp at slmch #getvaccinated #covid_19 #staysafe,ENGLISH,covid-19 vaccination camp at slmch #getvaccinated #covid_19 #staysafe,ENGLISH,"[('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('camp', 'NN'), ('at', 'IN'), ('such', 'JJ'), ('getvaccinated', 'JJ'), ('staysail', 'NN')]","['couid', 'nineteen', 'vaccination', 'camp', 'getvaccinated', 'staysail']","['couid', 'vaccination', 'camp', 'getvaccinate', 'staysail']","['couid', 'vaccination', 'camp', 'staysail']",0.0,objective
1174,1174,"innr — why are more men than women getting vaccinated india : india is accelerating its covid-19 vaccine drive, but vaccination rates remain higher among men. many women lack access health information ... view article...","innr — why are more men than women getting vaccinated india : india is accelerating its covid-19 vaccine drive, but vaccination rates remain higher among men. many women lack access health information ... view article...",ENGLISH,"innr — why are more men than women getting vaccinated india : india is accelerating it is covid-19 vaccine drive, but vaccination rates remain higher among men. many women lack access health information ... view article...",ENGLISH,"[('inner', 'NN'), ('i', 'NNS'), ('why', 'WRB'), ('are', 'VBP'), ('more', 'JJR'), ('men', 'NNS'), ('than', 'IN'), ('women', 'NNS'), ('getting', 'VBG'), ('vaccinated', 'JJ'), ('india', 'JJ'), ('india', 'NN'), ('is', 'VBZ'), ('accelerating', 'VBG'), ('it', 'PRP'), ('is', 'VBZ'), ('couid', 'JJ'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('drive', 'NN'), ('but', 'CC'), ('vaccination', 'NN'), ('rates', 'NNS'), ('remain', 'VBP'), ('higher', 'JJR'), ('among', 'IN'), ('men', 'NNS'), ('many', 'JJ'), ('women', 'NNS'), ('lack', 'VBP'), ('access', 'NN'), ('health', 'NN'), ('information', 'NN'), ('view', 'NN'), ('article', 'NN')]","['inner', 'men_women', 'getting', 'vaccinated', 'india', 'india', 'accelerating', 'couid', 'nineteen', 'vaccine', 'drive', 'vaccination', 'rate', 'remain', 'higher', 'among', 'men', 'many', 'woman', 'lack', 'access', 'health', 'information', 'view_article']","['inner', 'get', 'vaccinate', 'accelerate', 'couid', 'vaccine', 'drive', 'vaccination', 'rate', 'remain', 'high', 'man', 'many', 'woman', 'lack', 'access', 'health', 'information', 'view_article']","['couid', 'vaccine', 'drive', 'vaccination', 'rate', 'man', 'woman', 'access', 'health', 'information', 'view_article']",0.5,subjective
1175,1175,patiala covid vaccination schedule 29 january🔴👇 @ patiala politics,patiala covid vaccination schedule 29 januaryred_circlebackhand_index_pointing_down @ patiala politics,ENGLISH,patiala covid vaccination schedule 29 januaryred_circlebackhand_index_pointing_down @ patiala politics,ENGLISH,"[('patiala', 'NN'), ('couid', 'NN'), ('vaccination', 'NN'), ('schedule', 'NN'), ('twentynine', 'NN'), ('patiala', 'NN'), ('politics', 'NNS')]","['patiala', 'couid', 'vaccination', 'schedule', 'twentynine', 'patiala_politics']","['vaccination', 'schedule', 'twentynine', 'patiala_politic']","['vaccination', 'schedule', 'twentynine', 'patiala_politic']",0.0,objective
1177,1177,"me my family got covid infection this 3rd wave but due vaccination we could defeat it easily at home 4days with min. medication saving hospital expenses undue stress, not mention about side effects heavy medicines. thank you all my heart","me my family got covid infection this 3rd wave but due vaccination we could defeat it easily at home 4days with min. medication saving hospital expenses undue stress, not mention about side effects heavy medicines. thank you all my heart",ENGLISH,"me my family got covid infection this 3rd wave but due vaccination we could defeat it easily at home 4days with min. medication saving hospital expenses undue stress, not mention about side effects heavy medicines. thank you all my heart",ENGLISH,"[('me', 'PRP'), ('my', 'PRP$'), ('family', 'NN'), ('got', 'VBD'), ('couid', 'JJ'), ('infection', 'NN'), ('this', 'DT'), ('ord', 'NN'), ('wave', 'NN'), ('but', 'CC'), ('due', 'JJ'), ('vaccination', 'NN'), ('we', 'PRP'), ('could', 'MD'), ('defeat', 'VB'), ('it', 'PRP'), ('easily', 'RB'), ('at', 'IN'), ('home', 'NN'), ('days', 'NNS'), ('with', 'IN'), ('min', 'JJ'), ('medication', 'NN'), ('saving', 'VBG'), ('hospital', 'NN'), ('expenses', 'NNS'), ('undue', 'JJ'), ('stress', 'NN'), ('not', 'RB'), ('mention', 'NN'), ('about', 'IN'), ('side', 'NN'), ('effects', 'NNS'), ('heavy', 'JJ'), ('medicines', 'NNS'), ('thank', 'IN'), ('you', 'PRP'), ('all', 'DT'), ('my', 'PRP$'), ('heart', 'NN')]","['family', 'got', 'couid', 'infection', 'ord_wave', 'due', 'vaccination', 'could', 'defeat', 'easily', 'home', 'day', 'min', 'medication', 'saving', 'hospital', 'expense', 'undue', 'stress', 'not', 'mention', 'side_effect', 'heavy', 'medicine', 'thank', 'heart']","['family', 'get', 'couid', 'infection', 'due', 'vaccination', 'could', 'defeat', 'easily', 'home', 'day', 'save', 'hospital', 'expense', 'undue', 'stress', 'mention', 'side_effect', 'heavy', 'medicine', 'thank', 'heart']","['family', 'couid', 'infection', 'vaccination', 'home', 'day', 'hospital', 'expense', 'stress', 'medicine', 'heart']",0.42708333333333337,subjective
1178,1178,"1. usa: losing covid-19 vaccination card has become issue. 2. canada: 1000s truckers have formed convoy protest against vaccine mandates. and, media &amp; some intellectuals these nations lecture india about vaccination process.","1. usa: losing covid-19 vaccination card has become issue. 2. canada: 1000s truckers have formed convoy protest against vaccine mandates. and, media &amp; some intellectuals these nations lecture india about vaccination process.",ENGLISH,"1. usa: losing covid-19 vaccination card has become issue. 2. canada: 1000s truckers have formed convoy protest against vaccine mandates. and, media &amp; some intellectuals these nations lecture india about vaccination process.",ENGLISH,"[('one', 'CD'), ('usa', 'NN'), ('losing', 'VBG'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('card', 'NN'), ('has', 'VBZ'), ('become', 'VBN'), ('issue', 'NN'), ('two', 'CD'), ('canada', 'NN'), ('truckers', 'NNS'), ('have', 'VBP'), ('formed', 'VBN'), ('convoy', 'JJ'), ('protest', 'NN'), ('against', 'IN'), ('vaccine', 'NN'), ('mandates', 'NNS'), ('and', 'CC'), ('media', 'NNS'), ('amp', 'VBP'), ('some', 'DT'), ('intellectuals', 'NNS'), ('these', 'DT'), ('nations', 'NNS'), ('lecture', 'VBP'), ('india', 'VB'), ('about', 'IN'), ('vaccination', 'NN'), ('process', 'NN')]","['one', 'usa', 'losing', 'couid', 'nineteen', 'vaccination', 'card', 'become', 'issue', 'two', 'canada', 'trucker', 'formed', 'convoy', 'protest', 'vaccine', 'mandate', 'medium', 'amp', 'intellectual', 'nation', 'lecture', 'india', 'vaccination', 'process']","['lose', 'couid', 'vaccination', 'card', 'become', 'issue', 'trucker', 'form', 'protest', 'vaccine', 'mandate', 'medium', 'amp', 'intellectual', 'nation', 'lecture', 'vaccination', 'process']","['couid', 'vaccination', 'card', 'issue', 'trucker', 'protest', 'vaccine', 'medium', 'amp', 'intellectual', 'nation', 'vaccination', 'process']",0.0,objective
1179,1179,"acute phase covid is only first hurdle. covid can progress long covid, which can lead permanent disability or early death. risk vaccination is significantly less than risk infection. anyone telling you otherwise doesn’t know facts.","acute phase covid is only first hurdle. covid can progress long covid, which can lead permanent disability or early death. risk vaccination is significantly less than risk infection. anyone telling you otherwise doesn’t know facts.",ENGLISH,"acute phase covid is only first hurdle. covid can progress long covid, which can lead permanent disability or early death. risk vaccination is significantly less than risk infection. anyone telling you otherwise doesn’t know facts.",ENGLISH,"[('acute', 'JJ'), ('phase', 'NN'), ('couid', 'NN'), ('is', 'VBZ'), ('only', 'RB'), ('first', 'JJ'), ('hurdle', 'JJ'), ('couid', 'NN'), ('can', 'MD'), ('progress', 'VB'), ('long', 'RB'), ('couid', 'NN'), ('which', 'WDT'), ('can', 'MD'), ('lead', 'VB'), ('permanent', 'JJ'), ('disability', 'NN'), ('or', 'CC'), ('early', 'JJ'), ('death', 'NN'), ('risk', 'NN'), ('vaccination', 'NN'), ('is', 'VBZ'), ('significantly', 'RB'), ('less', 'JJR'), ('than', 'IN'), ('risk', 'NN'), ('infection', 'NN'), ('anyone', 'NN'), ('telling', 'VBG'), ('you', 'PRP'), ('otherwise', 'VBP'), ('doesn', 'JJ'), ('i', 'NN'), ('i', 'VBP'), ('know', 'VBP'), ('facts', 'NNS')]","['acute', 'phase', 'couid', 'first', 'hurdle', 'couid', 'progress', 'long', 'couid', 'lead', 'permanent', 'disability', 'early', 'death', 'risk', 'vaccination', 'significantly', 'le', 'risk', 'infection', 'anyone', 'telling', 'otherwise', 'know', 'fact']","['acute', 'couid', 'first', 'hurdle', 'couid', 'progress', 'long', 'couid', 'lead', 'permanent', 'disability', 'early', 'death', 'risk', 'vaccination', 'significantly', 'less', 'risk', 'infection', 'tell', 'otherwise', 'know', 'fact']","['hurdle', 'couid', 'progress', 'couid', 'lead', 'disability', 'death', 'risk', 'vaccination', 'risk', 'infection', 'fact']",0.5,subjective
