Text,pos_tagged_words,words_list,new_text,scores,compound,sentiment_vader
"i respect people’s ability choose vaccine or not, but don’t refuse it because trust. makes covid vaccine pfizer also makes viagra… if they can raise dead… they can save living","[('i', 'JJ'), ('respect', 'VBP'), ('people', 'NNS'), ('i', 'VBP'), ('i', 'VBP'), ('ability', 'NN'), ('choose', 'VBP'), ('vaccine', 'NN'), ('or', 'CC'), ('not', 'RB'), ('but', 'CC'), ('don', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('refuse', 'VBP'), ('it', 'PRP'), ('because', 'IN'), ('trust', 'NN'), ('makes', 'VBZ'), ('covid', 'JJ'), ('vaccine', 'NN'), ('pfizer', 'NN'), ('also', 'RB'), ('makes', 'VBZ'), ('viagra', 'NN'), ('i', 'NNS'), ('if', 'IN'), ('they', 'PRP'), ('can', 'MD'), ('raise', 'VB'), ('dead', 'JJ'), ('i', 'IN'), ('they', 'PRP'), ('can', 'MD'), ('save', 'VB'), ('living', 'NN')]","['respect', 'people', 'ability', 'choose', 'vaccine', 'not', 'refuse', 'trust', 'make', 'covid', 'vaccine', 'pfizer', 'also', 'make', 'viagra_raise', 'dead', 'save', 'living']",respect people ability choose vaccine not refuse trust make covid vaccine pfizer also make viagra_raise dead save living,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.9298}",0.9298,positive
"8/4, ucsf fresno’s covid-19 equity project will be back at uc merced fresno center, 550 e. shaw ave, a/c fashion fair mall, fresno. free pfizer j&amp;j vaccines free testing 7 days/week. m, w, th, f, sat &amp; sun 8am-2 pm, tu 8am-11 am.","[('eight', 'CD'), ('four', 'CD'), ('ucs', 'JJ'), ('fresno', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('covid', 'VBP'), ('nineteen', 'JJ'), ('equity', 'NN'), ('project', 'NN'), ('will', 'MD'), ('be', 'VB'), ('back', 'RB'), ('at', 'IN'), ('uc', 'NN'), ('merced', 'VBD'), ('fresno', 'JJ'), ('center', 'NN'), ('e', 'NN'), ('shaw', 'NNS'), ('ave', 'VBP'), ('a', 'DT'), ('i', 'JJ'), ('fashion', 'NN'), ('fair', 'NN'), ('mall', 'NN'), ('fresno', 'VBP'), ('free', 'JJ'), ('pfizer', 'NN'), ('i', 'NN'), ('amp', 'VBP'), ('i', 'JJ'), ('vaccines', 'NNS'), ('free', 'JJ'), ('testing', 'VBG'), ('seven', 'CD'), ('days', 'NNS'), ('week', 'NN'), ('i', 'VBP'), ('i', 'VBP'), ('the', 'DT'), ('i', 'NN'), ('sat', 'VBD'), ('amp', 'JJ'), ('sun', 'NN'), ('am', 'VBP'), ('two', 'CD'), ('am', 'VBP'), ('tu', 'JJ'), ('am', 'VBP'), ('eleven', 'RB'), ('am', 'VBP')]","['eight', 'four', 'ucs_fresno', 'covid', 'nineteen', 'equity', 'project', 'back', 'uc', 'merce', 'fresno', 'center', 'e', 'shaw', 'ave', 'fashion', 'fair', 'mall', 'fresno', 'free', 'pfizer', 'amp', 'vaccine', 'free', 'testing', 'seven', 'day', 'week', 'sit', 'amp', 'sun', 'two', 'tu', 'eleven']",eight four ucs_fresno covid nineteen equity project back uc merce fresno center e shaw ave fashion fair mall fresno free pfizer amp vaccine free testing seven day week sit amp sun two tu eleven,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.836}",0.836,positive
"#puebla: del miércoles 4 al sábado 7 de agosto vacunarán personas de 30 39 años en puebla capital; también serán aplicadas segundas dosis para personas de 40 49 años #pfizer , 50 y más #astrazeneca , así como embarazadas. conoce la información:","[('pueblo', 'NN'), ('from', 'IN'), ('wednesday', 'JJ'), ('august', 'RB'), ('four', 'CD'), ('to', 'TO'), ('saturday', 'VB'), ('august', 'JJ'), ('seven', 'CD'), ('people', 'NNS'), ('aged', 'VBN'), ('thirty', 'NN'), ('to', 'TO'), ('will', 'MD'), ('be', 'VB'), ('vaccinated', 'VBN'), ('in', 'IN'), ('pueblo', 'JJ'), ('capital', 'NN'), ('second', 'JJ'), ('doses', 'NNS'), ('will', 'MD'), ('also', 'RB'), ('be', 'VB'), ('applied', 'VBN'), ('to', 'TO'), ('people', 'NNS'), ('aged', 'VBN'), ('forty', 'JJ'), ('pfizer', 'NN'), ('fifty', 'NN'), ('and', 'CC'), ('over', 'RB'), ('astrazeneca', 'RB'), ('as', 'RB'), ('well', 'RB'), ('as', 'IN'), ('pregnant', 'JJ'), ('women', 'NNS'), ('knows', 'VBZ'), ('the', 'DT'), ('information', 'NN')]","['pueblo', 'wednesday', 'august', 'four', 'saturday', 'august', 'seven', 'people', 'aged', 'thirty', 'vaccinated', 'pueblo', 'capital', 'second', 'dose', 'also', 'apply', 'people', 'age', 'forty', 'pfizer', 'fifty', 'astrazeneca', 'well', 'pregnant_woman', 'know', 'information']",pueblo wednesday august four saturday august seven people aged thirty vaccinated pueblo capital second dose also apply people age forty pfizer fifty astrazeneca well pregnant_woman know information,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"as said today, va sent out notices veterans get vaccinated. got my letter today, was vaccinated at april with pfizer vaccine.","[('as', 'IN'), ('said', 'VBD'), ('today', 'NN'), ('va', 'FW'), ('sent', 'VBD'), ('out', 'RP'), ('notices', 'NNS'), ('veterans', 'NNS'), ('get', 'VBP'), ('vaccinated', 'VBN'), ('got', 'VBD'), ('my', 'PRP$'), ('letter', 'NN'), ('today', 'NN'), ('was', 'VBD'), ('vaccinated', 'VBN'), ('at', 'IN'), ('april', 'NN'), ('with', 'IN'), ('pfizer', 'NN'), ('vaccine', 'NN')]","['say', 'today', 'va', 'send', 'notices', 'veteran', 'get', 'vaccinated', 'get', 'letter', 'today', 'vaccinate', 'april', 'pfizer', 'vaccine']",say today va send notices veteran get vaccinated get letter today vaccinate april pfizer vaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
bet he’s using other pfizer products 😂,"[('bet', 'IN'), ('he', 'PRP'), ('i', 'VBZ'), ('i', 'VBP'), ('using', 'VBG'), ('other', 'JJ'), ('pfizer', 'NN'), ('products', 'NNS')]","['bet', 'use', 'pfizer', 'product']",bet use pfizer product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
ya me puse la segunda dosis de la pfizer y no se me quedan pegados cubiertos ni monedas 😁,"[('i', 'NN'), ('already', 'RB'), ('took', 'VBD'), ('the', 'DT'), ('second', 'JJ'), ('dose', 'NN'), ('of', 'IN'), ('the', 'DT'), ('pfizer', 'NN'), ('and', 'CC'), ('no', 'DT'), ('cutlery', 'NN'), ('or', 'CC'), ('coins', 'NNS'), ('stick', 'VBP'), ('to', 'TO'), ('me', 'PRP')]","['already', 'take', 'second', 'dose', 'pfizer', 'cutlery', 'coin', 'stick']",already take second dose pfizer cutlery coin stick,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
"exactly. i am no anti-vaxxer have kept quiet about my story until today. i believe everyone should get backed if they want to, but this blanket policy is ridiculous.","[('exactly', 'RB'), ('i', 'VBZ'), ('am', 'VBP'), ('no', 'DT'), ('anti', 'NN'), ('baxter', 'NN'), ('have', 'VBP'), ('kept', 'VBN'), ('quiet', 'JJ'), ('about', 'IN'), ('my', 'PRP$'), ('story', 'NN'), ('until', 'IN'), ('today', 'NN'), ('i', 'VBP'), ('believe', 'VBP'), ('everyone', 'NN'), ('should', 'MD'), ('get', 'VB'), ('backed', 'VBN'), ('if', 'IN'), ('they', 'PRP'), ('want', 'VBP'), ('to', 'TO'), ('but', 'CC'), ('this', 'DT'), ('blanket', 'NN'), ('policy', 'NN'), ('is', 'VBZ'), ('ridiculous', 'JJ')]","['exactly', 'anti_baxter', 'keep', 'quiet', 'story', 'today', 'believe', 'everyone', 'get', 'back', 'want', 'blanket', 'policy', 'ridiculous']",exactly anti_baxter keep quiet story today believe everyone get back want blanket policy ridiculous,"{'neg': 0.161, 'neu': 0.765, 'pos': 0.073, 'compound': -0.5647}",-0.5647,negative
"get vaccinated, take some school supplies home, then go grab terrific free lunch be sure register soon clinic. open everyone 12 older. pfizer vaccine.","[('get', 'NN'), ('vaccinated', 'VBN'), ('take', 'VB'), ('some', 'DT'), ('school', 'NN'), ('supplies', 'NNS'), ('home', 'NN'), ('then', 'RB'), ('go', 'VB'), ('grab', 'NN'), ('terrific', 'RB'), ('free', 'JJ'), ('lunch', 'NN'), ('be', 'VB'), ('sure', 'JJ'), ('register', 'NN'), ('soon', 'RB'), ('clinic', 'JJ'), ('open', 'JJ'), ('everyone', 'NN'), ('twelve', 'NN'), ('older', 'JJR'), ('pfizer', 'NN'), ('vaccine', 'NN')]","['get', 'vaccinated', 'take', 'school', 'supply', 'home', 'go', 'grab', 'terrific', 'free', 'lunch', 'sure', 'register', 'soon', 'clinic', 'open', 'everyone', 'twelve', 'old', 'pfizer', 'vaccine']",get vaccinated take school supply home go grab terrific free lunch sure register soon clinic open everyone twelve old pfizer vaccine,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.8271}",0.8271,positive
i am one #covid19 breakthrough cases. i’m physical therapist have been fully vaccinated with pfizer since early 1/2021. i contracted covid-19 caring my children who are ineligible be vaccinated.,"[('i', 'NN'), ('am', 'VBP'), ('one', 'CD'), ('breakthrough', 'NN'), ('cases', 'NNS'), ('i', 'VBP'), ('i', 'VBP'), ('i', 'VBP'), ('physical', 'JJ'), ('therapist', 'NN'), ('have', 'VBP'), ('been', 'VBN'), ('fully', 'RB'), ('vaccinated', 'VBN'), ('with', 'IN'), ('pfizer', 'NN'), ('since', 'IN'), ('early', 'JJ'), ('one', 'CD'), ('i', 'NN'), ('contracted', 'VBD'), ('covid', 'NN'), ('nineteen', 'NN'), ('caring', 'VBG'), ('my', 'PRP$'), ('children', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('ineligible', 'JJ'), ('be', 'VB'), ('vaccinated', 'VBN')]","['one', 'breakthrough_case', 'physical', 'therapist', 'fully', 'vaccinate', 'pfizer', 'since', 'early', 'one', 'contract', 'covid', 'nineteen', 'caring', 'child', 'ineligible', 'vaccinate']",one breakthrough_case physical therapist fully vaccinate pfizer since early one contract covid nineteen caring child ineligible vaccinate,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.4939}",0.4939,positive
pfizer moderna raised their vaccine prices their latest e.u contracts. #thingsthatmakeyougo🤔,"[('pfizer', 'NN'), ('modern', 'NNS'), ('raised', 'VBD'), ('their', 'PRP$'), ('vaccine', 'NN'), ('prices', 'NNS'), ('their', 'PRP$'), ('latest', 'JJS'), ('e', 'NN'), ('u', 'NN'), ('contracts', 'NNS')]","['pfizer', 'modern', 'raise', 'vaccine', 'price', 'late', 'e', 'u', 'contract']",pfizer modern raise vaccine price late e u contract,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,negative
"fighting stigma: festival fans queue féile phobail 'vaccines tickets' initiative: ... will be with pfizer vaccine applies over 18s northern ireland. ... he added: ""we have worked very closely with department health, ...","[('fighting', 'VBG'), ('stigma', 'NN'), ('festival', 'NN'), ('fans', 'NNS'), ('queue', 'VBP'), ('file', 'JJ'), ('phobia', 'NN'), ('vaccines', 'NNS'), ('tickets', 'NNS'), ('initiative', 'VBP'), ('will', 'MD'), ('be', 'VB'), ('with', 'IN'), ('pfizer', 'JJ'), ('vaccine', 'NN'), ('applies', 'NNS'), ('over', 'IN'), ('is', 'VBZ'), ('northern', 'JJ'), ('ireland', 'NN'), ('he', 'PRP'), ('we', 'PRP'), ('have', 'VBP'), ('worked', 'VBN'), ('very', 'RB'), ('closely', 'RB'), ('with', 'IN'), ('department', 'NN'), ('health', 'NN')]","['fighting_stigma', 'festival', 'fan', 'queue', 'file', 'phobia', 'vaccine', 'ticket', 'initiative', 'pfizer', 'vaccine', 'apply', 'northern_ireland', 'work', 'closely', 'department', 'health']",fighting_stigma festival fan queue file phobia vaccine ticket initiative pfizer vaccine apply northern_ireland work closely department health,"{'neg': 0.068, 'neu': 0.845, 'pos': 0.087, 'compound': 0.1779}",0.1779,neutral
it’s also annoying almost die now be told you’re not allowed into restaurants.,"[('it', 'PRP'), ('i', 'VBZ'), ('i', 'NN'), ('also', 'RB'), ('annoying', 'VBG'), ('almost', 'RB'), ('die', 'VB'), ('now', 'RB'), ('be', 'VB'), ('told', 'VBN'), ('you', 'PRP'), ('i', 'VBP'), ('re', 'VBP'), ('not', 'RB'), ('allowed', 'VBN'), ('into', 'IN'), ('restaurants', 'NNS')]","['also', 'annoy', 'almost', 'die', 'tell', 'not', 'allow', 'restaurant']",also annoy almost die tell not allow restaurant,"{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.7436}",-0.7436,negative
"until i get this 2nd pfizer shot, i’m staying #inside..","[('until', 'IN'), ('i', 'JJ'), ('get', 'VBP'), ('this', 'DT'), ('and', 'CC'), ('pfizer', 'VB'), ('shot', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('i', 'VBP'), ('staying', 'VBG'), ('inside', 'IN'), ('i', 'NN')]","['get', 'pfizer', 'shoot', 'stay', 'inside']",get pfizer shoot stay inside,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
it’s not. i’m christian but my concerns were with j&amp;j but with my health issues diabetes hypertension she said it would be best take pfizer. plus my husband was ready travel.,"[('it', 'PRP'), ('i', 'VBZ'), ('i', 'MD'), ('not', 'RB'), ('i', 'VB'), ('i', 'VBP'), ('i', 'JJ'), ('christian', 'NN'), ('but', 'CC'), ('my', 'PRP$'), ('concerns', 'NNS'), ('were', 'VBD'), ('with', 'IN'), ('i', 'JJ'), ('amp', 'VBP'), ('i', 'NNS'), ('but', 'CC'), ('with', 'IN'), ('my', 'PRP$'), ('health', 'NN'), ('issues', 'NNS'), ('diabetes', 'VBZ'), ('hypertension', 'NN'), ('she', 'PRP'), ('said', 'VBD'), ('it', 'PRP'), ('would', 'MD'), ('be', 'VB'), ('best', 'RBS'), ('take', 'VB'), ('pfizer', 'NN'), ('plus', 'CC'), ('my', 'PRP$'), ('husband', 'NN'), ('was', 'VBD'), ('ready', 'JJ'), ('travel', 'NN')]","['not', 'christian', 'concern', 'amp', 'health', 'issue', 'diabete', 'hypertension', 'say', 'would', 'well', 'take', 'pfizer', 'plus', 'husband', 'ready', 'travel']",not christian concern amp health issue diabete hypertension say would well take pfizer plus husband ready travel,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.8765}",0.8765,positive
you find anything info discrediting covid 19 vaccine niggas come out woodwork defending it like they worked arm arm with pfizer or j&amp;j 🤣,"[('you', 'PRP'), ('find', 'VBP'), ('anything', 'NN'), ('info', 'JJ'), ('discrediting', 'VBG'), ('covid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('niggas', 'NN'), ('come', 'VBN'), ('out', 'RP'), ('woodwork', 'NN'), ('defending', 'VBG'), ('it', 'PRP'), ('like', 'IN'), ('they', 'PRP'), ('worked', 'VBD'), ('arm', 'JJ'), ('arm', 'NN'), ('with', 'IN'), ('pfizer', 'NN'), ('or', 'CC'), ('i', 'NN'), ('amp', 'VBP'), ('i', 'NN')]","['find', 'anything', 'info', 'discredit', 'covid', 'nineteen', 'vaccine', 'niggas', 'come', 'woodwork', 'defend', 'like', 'work', 'arm', 'arm', 'pfizer', 'amp']",find anything info discredit covid nineteen vaccine niggas come woodwork defend like work arm arm pfizer amp,"{'neg': 0.089, 'neu': 0.818, 'pos': 0.093, 'compound': 0.0258}",0.0258,negative
i got my first shot pfizer i’m so sleepy heavy also still jetlagged with no proper sleep two days :d,"[('i', 'NN'), ('got', 'VBD'), ('my', 'PRP$'), ('first', 'JJ'), ('shot', 'JJ'), ('pfizer', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('i', 'VBP'), ('so', 'RB'), ('sleepy', 'JJ'), ('heavy', 'NN'), ('also', 'RB'), ('still', 'RB'), ('jetlagged', 'VBN'), ('with', 'IN'), ('no', 'DT'), ('proper', 'JJ'), ('sleep', 'RB'), ('two', 'CD'), ('days', 'NNS'), ('i', 'VBP')]","['get', 'first', 'shoot', 'pfizer', 'sleepy', 'heavy', 'also', 'still', 'jetlagge', 'proper', 'sleep', 'two', 'day']",get first shoot pfizer sleepy heavy also still jetlagge proper sleep two day,"{'neg': 0.098, 'neu': 0.756, 'pos': 0.147, 'compound': 0.2732}",0.2732,negative
"looking back through your twitter feed, i see you are spreading misinformation that #pfizer #moderna #covid19 solutions are vaccines. they are not. neither contain #inactivatedantigen inactivated #sarscov2 shot, “legal definition vaccine ”","[('looking', 'VBG'), ('back', 'RP'), ('through', 'IN'), ('your', 'PRP$'), ('twitter', 'NN'), ('feed', 'NN'), ('i', 'NN'), ('see', 'VBP'), ('you', 'PRP'), ('are', 'VBP'), ('spreading', 'VBG'), ('misinformation', 'NN'), ('that', 'IN'), ('pfizer', 'NN'), ('modern', 'JJ'), ('solutions', 'NNS'), ('are', 'VBP'), ('vaccines', 'NNS'), ('they', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('neither', 'RB'), ('contain', 'VB'), ('inactivatedantigen', 'NN'), ('activated', 'VBN'), ('shot', 'NN'), ('i', 'JJ'), ('legal', 'JJ'), ('definition', 'NN'), ('vaccine', 'NN'), ('i', 'NN')]","['look', 'back', 'twitter', 'feed', 'see', 'spreading_misinformation', 'pfizer', 'modern', 'solution', 'vaccine', 'not', 'neither', 'contain', 'inactivatedantigen', 'activate', 'shot', 'legal', 'definition', 'vaccine']",look back twitter feed see spreading_misinformation pfizer modern solution vaccine not neither contain inactivatedantigen activate shot legal definition vaccine,"{'neg': 0.072, 'neu': 0.875, 'pos': 0.053, 'compound': -0.1531}",-0.1531,negative
quieren #pfizer y se compran pura promo del oxxo,"[('they', 'PRP'), ('want', 'VBP'), ('pfizer', 'NN'), ('and', 'CC'), ('they', 'PRP'), ('buy', 'VBP'), ('pure', 'JJ'), ('xoxo', 'NN'), ('promo', 'NN')]","['want', 'pfizer', 'pure', 'promo']",want pfizer pure promo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
pues ver cómo me cae la segunda dosis de la pfizer. yo creo que me va hacer los mandados 😁,"[('well', 'RB'), ('see', 'VB'), ('how', 'WRB'), ('the', 'DT'), ('second', 'JJ'), ('dose', 'NN'), ('of', 'IN'), ('pfizer', 'NN'), ('falls', 'NNS'), ('on', 'IN'), ('me', 'PRP'), ('i', 'JJ'), ('think', 'VBP'), ('he', 'PRP'), ('i', 'VBZ'), ('going', 'VBG'), ('to', 'TO'), ('do', 'VB'), ('my', 'PRP$'), ('errands', 'NNS')]","['well', 'see', 'second', 'dose', 'pfizer', 'fall', 'think', 'go', 'errand']",well see second dose pfizer fall think go errand,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"2 months ago our pool guy's wife who is radiologist, bullied him into taking pfizer vaxx. 2nd shot myocarditis, which means his heart swelled then he had heart attack. he is 35. not dead, but his heart is damaged forever.","[('two', 'CD'), ('months', 'NNS'), ('ago', 'IN'), ('our', 'PRP$'), ('pool', 'NN'), ('guy', 'NN'), ('i', 'JJ'), ('wife', 'NN'), ('who', 'WP'), ('is', 'VBZ'), ('radiologist', 'JJ'), ('bullied', 'VBD'), ('him', 'PRP'), ('into', 'IN'), ('taking', 'VBG'), ('pfizer', 'NN'), ('maxx', 'NN'), ('and', 'CC'), ('shot', 'NN'), ('myocarditis', 'NN'), ('which', 'WDT'), ('means', 'VBZ'), ('his', 'PRP$'), ('heart', 'NN'), ('swelled', 'VBD'), ('then', 'RB'), ('he', 'PRP'), ('had', 'VBD'), ('heart', 'NN'), ('attack', 'NN'), ('he', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('dead', 'JJ'), ('but', 'CC'), ('his', 'PRP$'), ('heart', 'NN'), ('is', 'VBZ'), ('damaged', 'VBN'), ('forever', 'RB')]","['two', 'month', 'ago', 'pool', 'wife', 'radiologist', 'bully', 'take', 'pfizer', 'shoot', 'myocarditis', 'mean', 'heart', 'swell', 'heart_attack', 'not', 'dead', 'heart', 'damage', 'forever']",two month ago pool wife radiologist bully take pfizer shoot myocarditis mean heart swell heart_attack not dead heart damage forever,"{'neg': 0.185, 'neu': 0.766, 'pos': 0.049, 'compound': -0.7375}",-0.7375,negative
"president biden please send american vaccines mexico unvaccinated foreigners americans, canadians , europeans . 10,000's people need pfizer or moderna vaccine which is better than china &amp; russia.","[('president', 'NN'), ('biden', 'JJ'), ('please', 'NN'), ('send', 'VB'), ('american', 'JJ'), ('vaccines', 'NNS'), ('mexico', 'RB'), ('vaccinated', 'VBD'), ('foreigners', 'NNS'), ('americans', 'NNS'), ('canadians', 'NNS'), ('europeans', 'NNS'), ('ten', 'VBP'), ('zero', 'CD'), ('i', 'JJ'), ('people', 'NNS'), ('need', 'VBP'), ('pfizer', 'NN'), ('or', 'CC'), ('modern', 'JJ'), ('vaccine', 'NN'), ('which', 'WDT'), ('is', 'VBZ'), ('better', 'JJR'), ('than', 'IN'), ('china', 'NN'), ('amp', 'NN'), ('russia', 'NN')]","['president_biden', 'please', 'send', 'american', 'vaccines', 'mexico', 'vaccinated', 'foreigner', 'americans', 'canadian', 'european', 'ten', 'zero', 'people', 'need', 'pfizer', 'modern', 'vaccine', 'well', 'china', 'amp', 'russia']",president_biden please send american vaccines mexico vaccinated foreigner americans canadian european ten zero people need pfizer modern vaccine well china amp russia,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.6369}",0.6369,positive
j'ai recu ma deuxième dose de vaccin #pfizer à l'hôtel de ville d'ottawa #vacciné #vaccinated,"[('i', 'NN'), ('received', 'VBD'), ('my', 'PRP$'), ('second', 'JJ'), ('dose', 'NN'), ('of', 'IN'), ('pfizer', 'NN'), ('vaccine', 'NN'), ('at', 'IN'), ('ottawa', 'JJ'), ('city', 'NN'), ('hall', 'NN'), ('vaccinated', 'VBD'), ('vaccinated', 'JJ')]","['receive', 'second', 'dose', 'pfizer', 'vaccine', 'ottawa', 'city_hall', 'vaccinate', 'vaccinated']",receive second dose pfizer vaccine ottawa city_hall vaccinate vaccinated,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
i told y’all hop pfizer 🥴,"[('i', 'NN'), ('told', 'VBD'), ('y', 'NN'), ('i', 'NN'), ('all', 'DT'), ('hop', 'NN'), ('pfizer', 'NN')]","['tell', 'hop', 'pfizer']",tell hop pfizer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"sleep. lots sleep. water. if you can take it, have ibuprofen or any other painkillers hand sore arm. i got pfizer, though, so i don't know if it'll be same.","[('sleep', 'JJ'), ('lots', 'NNS'), ('sleep', 'VBP'), ('water', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('can', 'MD'), ('take', 'VB'), ('it', 'PRP'), ('have', 'VB'), ('ibuprofen', 'VBN'), ('or', 'CC'), ('any', 'DT'), ('other', 'JJ'), ('painkillers', 'NNS'), ('hand', 'NN'), ('sore', 'VBP'), ('arm', 'NN'), ('i', 'NN'), ('got', 'VBD'), ('pfizer', 'RB'), ('though', 'IN'), ('so', 'RB'), ('i', 'JJ'), ('don', 'VBP'), ('i', 'NN'), ('know', 'VBP'), ('if', 'IN'), ('it', 'PRP'), ('all', 'DT'), ('be', 'VB'), ('same', 'JJ')]","['sleep', 'lot', 'sleep', 'water', 'take', 'ibuprofen', 'painkiller', 'hand', 'sore', 'arm', 'get', 'pfizer', 'though', 'know']",sleep lot sleep water take ibuprofen painkiller hand sore arm get pfizer though know,"{'neg': 0.079, 'neu': 0.82, 'pos': 0.101, 'compound': 0.1779}",0.1779,positive
